name,anime_id,type,episodes,rating,members
FLCL,227,OVA,6,8.06,305165
Full Metal Panic! The Second Raid,73,TV,13,8.06,155340
Kuroshitsuji,4898,TV,24,8.06,424919
Love Live! School Idol Project 2nd Season,19111,TV,13,8.06,91864
Macross F Movie 2: Sayonara no Tsubasa,7222,Movie,1,8.06,17826
Magi: Sinbad no Bouken,22097,OVA,5,8.06,52351
Nekomonogatari: Kuro,15689,TV,4,8.06,173264
Saiunkoku Monogatari,957,TV,39,8.06,50951
School Rumble,24,TV,26,8.06,178553
Strike the Blood II,33286,OVA,8,8.05,28220
Suzumiya Haruhi no Yuuutsu,849,TV,14,8.06,428569
Flanders no Inu (Movie),2623,Movie,1,8.05,8505
Golden Boy,268,OVA,6,8.05,113040
Grisaia no Meikyuu: Caprice no Mayu 0,29093,Special,1,8.05,70039
Kaleido Star,427,TV,51,8.05,42253
Kara no Kyoukai 4: Garan no Dou,4280,Movie,1,8.05,103600
Lupin III vs. Detective Conan: The Movie,18429,Movie,1,8.05,10021
Non Non Biyori,17549,TV,12,8.05,133475
Seitokai Yakuindomo* OVA,26123,OVA,6,8.05,26361
Yakitate!! Japan,28,TV,69,8.05,50876
Beelzebub,9513,TV,60,8.04,217752
Death Billiards,14353,Movie,1,8.04,95690
Durarara!! Specials,8408,Special,2,8.04,103105
Jormungand: Perfect Order,13331,TV,12,8.04,81951
Mahou Shoujo Lyrical Nanoha: The Movie 1st,4985,Movie,1,8.04,20433
Overlord,29803,TV,13,8.04,244268
Prince of Tennis,22,TV,178,8.04,87643
Takarajima,2618,TV,26,8.04,5306
xxxHOLiC Movie: Manatsu no Yoru no Yume,793,Movie,1,8.04,41547
Yuru Yuri San☆Hai!,30279,TV,12,8.04,44335
Boruto: Naruto the Movie,28755,Movie,1,8.03,74690
Coquelicot-zaka kara,10029,Movie,1,8.03,50689
Eikoku Koi Monogatari Emma: Molders-hen,2035,TV,12,8.03,11903
Ergo Proxy,790,TV,23,8.03,265005
Hanasaku Iroha,9289,TV,26,8.03,150393
Hataraku Maou-sama!,15809,TV,13,8.03,409037
Hibike! Euphonium,27989,TV,13,8.03,134694
Higashi no Eden,5630,TV,11,8.03,276593
Ie Naki Ko Remi,2829,TV,23,8.03,6528
Kono Subarashii Sekai ni Shukufuku wo!,30831,TV,10,8.03,244877
Kurenai no Buta,416,Movie,1,8.03,74028
Mobile Suit Zeta Gundam,85,TV,50,8.03,28959
Prison School,30240,TV,12,8.03,227734
Saint Seiya,1254,TV,114,8.03,70559
Sayonara Zetsubou Sensei,2605,TV,12,8.03,174531
Seto no Hanayome OVA,4163,OVA,2,8.03,31973
Zoku Sayonara Zetsubou Sensei,3228,TV,13,8.03,74040
Akachan to Boku,1485,TV,35,8.02,8353
Clannad: After Story - Mou Hitotsu no Sekai  Kyou-hen,6351,Special,1,8.02,138364
Hakuouki Movie 2: Shikon Soukyuu,13119,Movie,1,8.03,9492
Kara no Kyoukai 2: Satsujin Kousatsu (Zen),3782,Movie,1,8.02,114415
Macross F,3572,TV,25,8.02,95551
Magic Kaito,8310,Special,12,8.02,27274
Sakigake!! Cromartie Koukou,114,TV,26,8.02,67254
Shijou Saikyou no Deshi Kenichi OVA,11813,OVA,11,8.02,24167
Touhai Densetsu Akagi: Yami ni Maiorita Tensai,658,TV,26,8.02,48127
Carnival Phantasm,10012,OVA,12,8.01,71976
D.Gray-man Hallow,32370,TV,13,8.01,72499
Date A Live: Encore OVA,22961,OVA,1,8.01,48432
Dragon Ball Kai (2014),22777,TV,61,8.01,42666
Gochuumon wa Usagi Desu ka??,29787,TV,12,8.01,38102
Hidamari Sketch x ☆☆☆,7062,TV,12,8.01,15748
Kokoro Connect,11887,TV,13,8.01,283847
Saiyuuki Gaiden,9088,OVA,3,8.01,5843
Shirokuma Cafe,12815,TV,50,8.01,44668
Tiger &amp; Bunny Movie 2: The Rising,12017,Movie,1,8.01,13567
Zan Sayonara Zetsubou Sensei,6377,TV,13,8.01,55402
City Hunter,1470,TV,51,8.00,19963
Detective Conan Movie 02: The Fourteenth Target,780,Movie,1,8.00,26284
Gekkan Shoujo Nozaki-kun Specials,27633,Special,6,8.00,52672
Giant Robo the Animation: Chikyuu ga Seishi Suru Hi,2321,OVA,7,8.00,12283
Hetalia: The Beautiful World Specials,17273,Special,4,8.00,8644
Kaleido Star: Legend of Phoenix - Layla Hamilton Monogatari,429,OVA,1,8.00,9268
Kamisama Hajimemashita OVA,18661,OVA,2,8.00,38678
Little Witch Academia,14349,Movie,1,8.00,111703
Maria-sama ga Miteru 3rd,1729,OVA,5,8.00,12394
Mobile Suit Gundam Thunderbolt,31973,ONA,4,8.00,14419
The Everlasting Guilty Crown,17949,Music,1,8.00,11663
Bishoujo Senshi Sailor Moon: Sailor Stars,996,TV,34,7.99,52586
Break Blade 4: Sanka no Chi,9465,Movie,1,7.99,41598
Hanasaku Iroha: Home Sweet Home,14175,Movie,1,7.99,34630
Hidamari Sketch x Honeycomb,11239,TV,12,7.99,12590
Hokuto no Ken,967,TV,109,7.99,40271
Les Misérables: Shoujo Cosette,1695,TV,52,7.99,9605
Serial Experiments Lain,339,TV,13,7.99,215829
Shiki,7724,TV,22,7.99,251093
Ushiro no Shoumen Daare,2753,Movie,1,7.99,3811
Baka to Test to Shoukanjuu Ni!,8516,TV,13,7.98,183722
Detective Conan Movie 01: The Timed Skyscraper,779,Movie,1,7.98,28947
Detective Conan Movie 07: Crossroad in the Ancient Capital,1366,Movie,1,7.98,21729
Gundam Build Fighters,19319,TV,25,7.98,31606
Hetalia: The Beautiful World,15195,ONA,20,7.98,34960
Initial D Third Stage,187,Movie,1,7.98,39374
Kuroko no Basket 3rd Season NG-shuu,30311,Special,9,7.98,10778
Neko no Ongaeshi,597,Movie,1,7.98,92499
Seihou Bukyou Outlaw Star,400,TV,24,7.98,78600
White Album 2,18245,TV,13,7.98,91075
Working&#039;!!,10521,TV,13,7.98,117328
Gate: Jieitai Kanochi nite  Kaku Tatakaeri,28907,TV,12,7.97,244314
Gate: Jieitai Kanochi nite  Kaku Tatakaeri 2nd Season,31637,TV,12,7.97,153501
Ghost Hunt,1571,TV,25,7.97,126426
Gungrave,267,TV,26,7.97,95825
Jungle wa Itsumo Hare nochi Guu,253,TV,26,7.97,22214
Kuroko no Basket 2nd Season NG-shuu,22673,Special,9,7.97,20477
Kyou kara Maou! 3rd Series,4080,TV,39,7.97,19510
Lupin III (2015),27947,TV,24,7.97,16938
Madang-Eul Naon Amtalg,12917,Movie,1,7.97,1528
Maria-sama ga Miteru 4th,3750,TV,13,7.97,11779
Musekinin Kanchou Tylor,569,TV,26,7.97,19841
Ookami to Koushinryou II: Ookami to Kohakuiro no Yuuutsu,6007,OVA,1,7.97,81137
Saint Seiya: Meiou Hades Meikai-hen,1253,OVA,12,7.97,21240
Saint☆Oniisan (Movie),15771,Movie,1,7.97,30814
Seikai no Senki II,397,TV,10,7.97,13888
Top wo Nerae! Gunbuster,949,OVA,6,7.97,51724
Toshokan Sensou: Kakumei no Tsubasa,11001,Movie,1,7.96,10244
Uchouten Kazoku,17909,TV,13,7.96,64897
Baby Steps,21185,TV,25,7.96,59818
Break Blade 5: Shisen no Hate,9724,Movie,1,7.96,40053
Code Geass: Hangyaku no Lelouch R2 Special Edition Zero Requiem,6768,OVA,1,7.96,23204
Goku Sayonara Zetsubou Sensei,4872,OVA,3,7.96,40358
Jormungand,12413,TV,12,7.96,137610
Kindaichi Shounen no Jikenbo (TV),2076,TV,148,7.96,8655
Mobile Suit Gundam: Iron-Blooded Orphans,31251,TV,25,7.96,60525
Shin Mazinger Shougeki! Z-hen,5485,TV,26,7.96,7872
Tentai Senshi Sunred,5005,TV,26,7.96,12236
Yuusha-Ou GaoGaiGar,890,TV,49,7.96,10031
Bleach,269,TV,366,7.95,624055
Chuunibyou demo Koi ga Shitai!,14741,TV,12,7.95,394399
City Hunter 3,1472,TV,13,7.95,6723
Danganronpa 3: The End of Kibougamine Gakuen - Zetsubou-hen,33028,TV,11,7.95,65503
Detective Conan Movie 08: Time Travel of the Silver Sky,7304,Special,1,7.95,6515
Detective Conan OVA 10: Kid in Trap Island,8609,OVA,1,7.95,7757
Dragon Ball Kai,6033,TV,97,7.95,116832
Hetalia World Series,8479,ONA,48,7.95,64416
Jungle wa Itsumo Hare nochi Guu Deluxe,254,OVA,6,7.95,8847
Kami nomi zo Shiru Sekai,8525,TV,12,7.95,284846
Kyousou Giga (TV),19703,TV,10,7.95,67732
Magic Kaito 1412,25517,TV,24,7.95,43545
Nejimaki Seirei Senki: Tenkyou no Alderamin,31764,TV,13,7.95,86475
Plastic Memories,27775,TV,13,7.95,213493
Psycho-Pass Movie,21339,Movie,1,7.95,94677
Seto no Hanayome,2104,TV,26,7.95,165008
Sidonia no Kishi: Daikyuu Wakusei Seneki,24893,TV,12,7.95,57665
Tanoshii Muumin Ikka,2150,TV,78,7.95,7761
Tasogare Otome x Amnesia,12445,TV,12,7.95,172367
Vampire Hunter D (2000),543,Movie,1,7.95,68229
Yuru Yuri Nachuyachumi!,23225,OVA,1,7.95,28339
Break Blade 3: Kyoujin no Ato,9252,Movie,1,7.94,42653
Danshi Koukousei no Nichijou Specials,12893,Special,6,7.94,49891
Detective Conan Movie 09: Strategy Above the Depths,1505,Movie,1,7.94,20347
Detective Conan Movie 12: Full Score of Fear,4447,Movie,1,7.94,19290
Final Fantasy VII: Advent Children,317,Movie,1,7.94,138659
Free!: Eternal Summer,22265,TV,13,7.94,150596
Hakuouki Movie 1: Kyoto Ranbu,13117,Movie,1,7.94,12076
Hidamari Sketch x ☆☆☆ Specials,9563,Special,2,7.94,8734
K: Missing Kings,16904,Movie,1,7.94,98549
Last Exile,97,TV,26,7.94,104193
Little Busters!: EX,20517,Special,8,7.94,26709
Mobile Suit Gundam Wing: Endless Waltz Movie,2273,Movie,1,7.94,35711
Naruto: Shippuuden,1735,TV,Unknown,7.94,533578
Pokemon: The Origin,20159,Special,4,7.94,85947
Yuru Yuri♪♪,12403,TV,12,7.94,83097
Zan Sayonara Zetsubou Sensei Bangaichi,7044,OVA,2,7.94,22704
3-gatsu no Lion,31646,TV,23,7.93,59492
91 Days,32998,TV,12,7.93,140604
Akagami no Shirayuki-hime,30123,TV,12,7.93,157551
Drifters,31339,TV,12,7.93,102857
Gake no Ue no Ponyo,2890,Movie,1,7.93,140277
Ghost in the Shell 2: Innocence,468,Movie,1,7.93,85714
Haikyuu!! Movie 1: Owari to Hajimari,29755,Movie,1,7.94,13094
Haikyuu!! OVA,25303,OVA,2,7.93,30063
Hoozuki no Reitetsu OVA,24471,OVA,3,7.93,6073
Keroro Gunsou,516,TV,358,7.93,31632
Lupin III: Part II,1425,TV,155,7.93,10873
Macross F Movie 1: Itsuwari no Utahime,5310,Movie,1,7.93,20637
Mobile Suit Gundam Seed,93,TV,50,7.93,96973
Nodame Cantabile Finale Special,8038,Special,1,7.93,23388
Paradise Kiss,322,TV,12,7.93,86380
Saint Seiya: The Hades Chapter Sanctuary - Yomigaerishi Gold Saint-tachi no Shinwa,6154,Special,2,7.93,4975
Saraiya Goyou,7588,TV,12,7.93,40819
Shiki Specials,10083,Special,2,7.93,37657
Slayers Try,1172,TV,26,7.93,32742
To LOVE-Ru Darkness 2nd Specials,31711,Special,2,7.93,22487
Transformers the Movie,2265,Movie,1,7.93,6540
Uchuu Senkan Yamato 2199: Hoshimeguru Hakobune,23249,Movie,1,7.93,5431
Wolf&#039;s Rain,202,TV,26,7.93,171863
Akatsuki no Yona OVA,30370,OVA,3,7.92,29398
Ao no Exorcist,9919,TV,25,7.92,583823
Claymore,1818,TV,26,7.92,316853
Detective Conan: Episode One - Chiisaku Natta Meitantei,34036,Special,1,8.10,2493
Ghost in the Shell: Stand Alone Complex - Solid State Society 3D,10090,Movie,1,7.91,7515
Golden Time,17895,TV,24,7.92,273191
Hadashi no Gen,1824,Movie,1,7.92,16474
Hayate no Gotoku!!,4192,TV,25,7.92,67323
Jinrui wa Suitai Shimashita,10357,TV,12,7.92,89373
Kyoukai no Kanata Movie: I&#039;ll Be Here - Kako-hen - Yakusoku no Kizuna,30745,Special,1,7.92,10306
Little Witch Academia: Mahoujikake no Parade,19489,Movie,1,7.92,53024
Lucky☆Star: Original na Visual to Animation,4472,OVA,1,7.92,84833
New Initial D Movie: Legend 1 - Kakusei,19613,Movie,1,7.92,7695
Pandora Hearts,5530,TV,25,7.92,229567
Rurouni Kenshin DVD-BOX Special Ending,6591,Special,1,7.92,9695
Berserk: Ougon Jidai-hen I - Haou no Tamago,10218,Movie,1,7.91,77103
Capeta,388,TV,52,7.91,9711
Charlotte,28999,TV,13,7.91,310137
City Hunter &#039;91,1473,TV,13,7.91,6337
Kino no Tabi: Nanika wo Suru Tame ni - Life Goes On.,1379,Movie,1,7.91,26746
Lupin the IIIrd: Jigen Daisuke no Bohyou,23293,Movie,1,7.91,5939
Master Keaton OVA,1910,OVA,15,7.91,3205
Mobile Suit Gundam Thunderbolt: December Sky,33221,Movie,1,7.92,2833
Nisekoi,18897,TV,20,7.91,347599
Pokemon XY&amp;Z,31592,TV,47,7.91,15627
To LOVE-Ru Darkness 2nd OVA,31380,OVA,3,7.91,18575
Yamada-kun to 7-nin no Majo (TV),28677,TV,12,7.91,193566
Aoi Bungaku Series,7193,TV,12,7.90,93074
Arashi no Yoru ni,1961,Movie,1,7.90,11458
Bokura wa Minna Kawaisou,21405,TV,12,7.90,159793
Chi&#039;s Sweet Home: Atarashii Ouchi,6024,TV,104,7.90,16670
Densetsu Kyojin Ideon: Hatsudou-hen,2761,Movie,1,7.90,2963
Ginga Tetsudou 999,1491,TV,113,7.90,12672
Hana yori Dango,106,TV,51,7.90,28341
Hanasakeru Seishounen,5835,TV,39,7.90,37051
Hidamari Sketch x 365,3604,TV,13,7.90,19180
Hidamari Sketch x SP,11237,Special,2,7.90,7999
Ie Naki Ko,2828,TV,51,7.90,4479
Michiko to Hatchin,4087,TV,22,7.90,82625
New Initial D Movie: Legend 2 - Tousou,28881,Movie,1,7.90,4641
Persona 3 the Movie 2: Midsummer Knight&#039;s Dream,21473,Movie,1,7.90,27462
Sexy Commando Gaiden: Sugoiyo!! Masaru-san,582,TV,48,7.90,6473
Tegamibachi Reverse,8311,TV,25,7.90,36228
Ao Haru Ride,21995,TV,12,7.89,227417
Bishoujo Senshi Sailor Moon S,532,TV,38,7.89,66911
Digimon Adventure,552,TV,54,7.89,182208
Furiko,13629,Special,1,7.89,8809
Heartcatch Precure!,7645,TV,49,7.89,12825
InuYasha,249,TV,167,7.89,281632
InuYasha: Kuroi Tessaiga,4886,Special,1,7.89,16373
InuYasha: Tenka Hadou no Ken,451,Movie,1,7.89,51079
K-On!!: Keikaku!,9734,Special,1,7.89,50496
Kumo no Mukou  Yakusoku no Basho,433,Movie,1,7.89,103975
Lupin III vs. Detective Conan,6115,Special,1,7.89,15220
Mobile Suit Gundam,80,TV,43,7.89,51566
Mobile Suit Gundam III: Encounters in Space,1092,Movie,1,7.89,11343
Noragami OVA,20767,OVA,2,7.89,104775
Seitokai Yakuindomo OVA,10119,OVA,8,7.89,63265
Urusei Yatsura Movie 2: Beautiful Dreamer,1921,Movie,1,7.89,5663
Yamato Nadeshiko Shichihenge♥,1562,TV,25,7.89,92088
Another,11111,TV,12,7.88,534657
Ansatsu Kyoushitsu (TV) 2nd Season: Kagaijugyou-hen,32863,ONA,8,7.88,7999
Ao no Exorcist Movie,11737,Movie,1,7.88,105183
Arslan Senki (TV),28249,TV,25,7.88,152811
Binbougami ga!,13535,TV,13,7.88,117091
Black Jack,1520,OVA,12,7.88,14414
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,28121,TV,13,7.88,336349
Durarara!!x2 Shou: Watashi no Kokoro wa Nabe Moyou,30191,Special,1,7.88,22774
Hetalia World Series Specials,10497,Special,4,7.88,14348
K-On!: Live House!,6862,Special,1,7.88,70787
Kyou kara Maou!,251,TV,78,7.88,58150
Kyoukai no Kanata,18153,TV,12,7.88,359011
Mind Game,875,Movie,1,7.88,32756
Oniisama e...,795,TV,39,7.88,11424
Servamp Specials,33994,Special,3,7.88,5973
Shingeki no Kyojin OVA,18397,OVA,3,7.88,121063
Tamayura: Sotsugyou Shashin Part 3 - Akogare,29830,Movie,1,7.88,3089
The Last: Naruto the Movie,16870,Movie,1,7.88,85013
The Law of Ueki,479,TV,51,7.88,60027
Code Geass: Boukoku no Akito 2 - Hikisakareshi Yokuryuu,15197,Movie,1,7.87,61020
Danganronpa 3: The End of Kibougamine Gakuen - Mirai-hen,32189,TV,12,7.87,83343
Hai to Gensou no Grimgar,31859,TV,12,7.87,213342
High School DxD New,15451,TV,12,7.87,266657
Huyao Xiao Hongniang: Yue Hong,33446,ONA,13,7.87,1043
Jin-Rou,570,Movie,1,7.87,62464
K-On!,5680,TV,13,7.87,386048
Kino no Tabi: The Beautiful World - Byouki no Kuni - For You,2175,Movie,1,7.87,23453
Lucky☆Star,1887,TV,24,7.87,305837
Mobile Suit Gundam Wing,90,TV,49,7.87,86001
Mobile Suit Gundam Wing: Endless Waltz,91,OVA,3,7.87,28485
Piano no Mori,2594,Movie,1,7.87,24278
Ranma ½,210,TV,161,7.87,105212
Ranma ½ OVA,1007,OVA,6,7.87,16804
Sidonia no Kishi,19775,TV,12,7.87,118341
Slayers,534,TV,26,7.87,73476
Sora no Otoshimono: Tokeijikake no Angeloid,9790,Movie,1,7.87,70391
Soukou Kihei Votoms,2582,TV,52,7.87,9008
Tantei Gakuen Q,407,TV,45,7.87,16591
Toaru Kagaku no Railgun,6213,TV,24,7.87,231079
Uchuu Kaizoku Captain Harlock,1000,TV,42,7.87,14869
Watashi no Ashinaga Ojisan,1375,TV,40,7.87,5600
Break Blade 2: Ketsubetsu no Michi,8514,Movie,1,7.86,44900
Chibi Maruko-chan,951,TV,142,7.86,4739
Detective Conan Movie 16: The Eleventh Striker,12117,Movie,1,7.86,14938
Genshiken 2,2508,TV,12,7.86,55825
Giovanni no Shima,19115,Movie,1,7.86,10115
Hellsing I: Digest for Freaks,6904,OVA,1,7.86,20263
Kuroko no Basket: Mou Ikkai Yarimasen ka,22125,Special,1,7.86,20397
Macross F: Close Encounter - Deculture Edition,4454,Special,1,7.86,8911
Non Non Biyori Repeat OVA,32547,OVA,1,7.86,9729
Nurarihyon no Mago OVA,15959,OVA,2,7.86,11401
One Piece: Episode of Luffy - Hand Island no Bouken,16239,Special,1,7.86,21489
One Punch Man Specials,31772,Special,6,7.86,75502
Seikai no Senki,396,TV,13,7.86,18580
Sora no Otoshimono: Forte,8407,TV,12,7.86,146697
Space☆Dandy,20057,TV,13,7.86,123529
Arakawa Under the Bridge x Bridge,9074,TV,13,7.85,80394
Detective Conan Movie 10: Promo Special,7305,Special,1,7.85,4069
Elfen Lied,226,TV,13,7.85,623511
Hachimitsu to Clover Specials,644,Special,2,7.85,21164
Hello! Lady Lynn,2405,TV,36,7.85,1757
Kami nomi zo Shiru Sekai: Tenri-hen,15117,OVA,2,7.85,68623
Kimi to Boku.,10460,TV,13,7.85,86196
Mahou Sensei Negima! Mou Hitotsu no Sekai,6050,OVA,4,7.85,12413
Maria-sama ga Miteru: Haru,444,TV,13,7.85,14983
Mobile Suit Gundam 0080: War in the Pocket,82,OVA,6,7.85,22609
Mondaiji-tachi ga Isekai kara Kuru Sou Desu yo?,15315,TV,10,7.85,218231
Nanatsu no Taizai OVA,30347,OVA,2,7.85,37540
One Punch Man: Road to Hero,31704,OVA,1,7.85,94839
Romeo x Juliet,1699,TV,24,7.85,91530
School Rumble Ichi Gakki Hoshuu,517,OVA,2,7.85,40868
Tamayura: Sotsugyou Shashin Part 2 - Hibiki,29829,Movie,1,7.85,3304
Ajin Part 1: Shoudou,30868,Movie,1,7.84,22279
Akame ga Kill!,22199,TV,24,7.84,492133
AKB0048: Next Stage,14941,TV,13,7.84,22302
Change!! Getter Robo: Sekai Saigo no Hi,978,OVA,13,7.84,5606
Death Note Rewrite,2994,Special,2,7.84,88699
Detective Conan Movie 17: Private Eye in the Distant Sea,14735,Movie,1,7.84,12963
Hakuouki Sekkaroku,10350,OVA,6,7.84,14725
Hoozuki no Reitetsu,20431,TV,13,7.84,47619
Kuroko no Basket NG-shuu,15487,Special,9,7.84,32215
Memories,1462,Movie,3,7.84,38643
Naruto: Shippuuden Movie 6 - Road to Ninja,13667,Movie,1,7.84,87369
Owari no Seraph: Nagoya Kessen-hen,28927,TV,12,7.84,190058
Seikai no Senki III,398,OVA,2,7.84,11044
Seitokai Yakuindomo*,20847,TV,13,7.84,98544
Space Cobra,2451,TV,31,7.84,6919
Toaru Majutsu no Index II,8937,TV,24,7.84,184520
Tsuritama,12883,TV,12,7.84,90625
Yowamushi Pedal Movie,30413,Movie,1,7.84,8838
Yuru Yuri Nachuyachumi!+,30902,Special,2,7.84,19586
Baka to Test to Shoukanjuu,6347,TV,13,7.83,301282
Chi&#039;s Sweet Home,3841,TV,104,7.83,36307
Densetsu no Yuusha no Densetsu,8086,TV,24,7.83,130689
Fairy Tail OVA,9982,OVA,5,7.83,83421
Ichigo Mashimaro OVA,1888,OVA,3,7.83,15085
Kingsglaive: Final Fantasy XV,33082,Movie,1,7.83,15508
Mobile Police Patlabor 2: The Movie,1096,Movie,1,7.83,11957
Persona 3 the Movie 1: Spring of Birth,14407,Movie,1,7.83,45568
Rozen Maiden: Ouvertüre,1719,Special,2,7.83,44388
Seikai no Monshou,290,TV,13,7.83,26379
Shaman King,154,TV,64,7.83,169517
Sword Art Online,11757,TV,25,7.83,893100
Tetsuwan Birdy Decode:02,5074,TV,12,7.83,29622
Bishoujo Senshi Sailor Moon Crystal Season III,31733,TV,13,7.83,16530
Bokurano,1690,TV,24,7.82,81408
Bounen no Xamdou,4177,ONA,26,7.82,79026
Break Blade 6: Doukoku no Toride,10092,Movie,1,7.82,39077
Detective Conan: Conan vs. Kid - Shark &amp; Jewel,9785,Movie,1,7.82,2688
Dragon Ball Z Special 2: Zetsubou e no Hankou!! Nokosareta Chousenshi - Gohan to Trunks,985,Special,1,7.82,43673
Hakkenden: Touhou Hakken Ibun 2nd Season,18055,TV,13,7.82,33466
Hidamari Sketch x 365 Specials,6984,Special,3,7.82,10720
K: Return of Kings,27991,TV,13,7.82,114904
Kill la Kill Special,21659,Special,1,7.82,83795
Kochira Katsushikaku Kameari Kouenmae Hashutsujo (TV),3545,TV,373,7.82,4734
Macross Plus,474,OVA,4,7.82,23138
Macross Plus Movie Edition,1211,Movie,1,7.82,8405
Mitsudomoe Zouryouchuu!,9510,TV,8,7.82,26468
Prince of Tennis: Another Story - Messages From Past and Future,5751,OVA,4,7.82,9487
Saint Seiya: Meiou Hades Elysion-hen,3515,OVA,6,7.82,19044
To LOVE-Ru Darkness,13663,TV,12,7.82,135929
To LOVE-Ru Darkness OVA,13851,OVA,6,7.82,57166
Working!!,6956,TV,13,7.82,189367
Yume-iro Pâtissière SP Professional,9441,TV,13,7.82,20397
Daa! Daa! Daa!,233,TV,78,7.81,12673
Digimon Adventure: Bokura no War Game!,2397,Movie,1,7.81,37078
Eikoku Koi Monogatari Emma,345,TV,12,7.81,23877
Full Metal Panic!,71,TV,24,7.81,256325
Guilty Crown,10793,TV,22,7.81,460959
Hoshi wo Ou Kodomo,9760,Movie,1,7.81,76286
Ima  Soko ni Iru Boku,160,TV,13,7.81,56839
Jigoku Shoujo Mitsuganae,3713,TV,26,7.81,58993
Kara no Kyoukai 1: Fukan Fuukei,2593,Movie,1,7.81,178880
Kimagure Orange☆Road: Ano Hi ni Kaeritai,2454,Movie,1,7.81,4368
Kono Subarashii Sekai ni Shukufuku wo! OVA,32380,OVA,1,7.81,46823
Kubikiri Cycle: Aoiro Savant to Zaregototsukai,33263,OVA,8,7.82,19317
Lupin the Third: Mine Fujiko to Iu Onna,13203,TV,13,7.81,22796
Minami-ke,2963,TV,13,7.81,105471
Mobile Suit Gundam: Char&#039;s Counterattack,87,Movie,1,7.81,19258
Naruto,20,TV,220,7.81,683297
New Game!,31953,TV,12,7.81,91932
Shigatsu wa Kimi no Uso: Moments,28069,OVA,1,7.81,41368
Top wo Nerae 2! Diebuster,1002,OVA,6,7.81,38691
Baka to Test to Shoukanjuu: Matsuri,9471,OVA,2,7.80,67684
Blood+,150,TV,50,7.80,208321
Chrno Crusade,60,TV,24,7.80,140865
Free!: FrFr - Short Movie,19671,Special,7,7.80,35956
Fruits Basket,120,TV,26,7.80,242553
Gakuen Alice,74,TV,26,7.80,52995
Haikyuu!! Movie 2: Shousha to Haisha,30364,Movie,1,7.81,10558
Hourou Musuko,8426,TV,11,7.80,53426
Huyao Xiao Hongniang: Wangquan Fugui,33209,ONA,14,7.80,1119
Shoukoujo Sara,2547,TV,46,7.80,7515
Soredemo Sekai wa Utsukushii,22101,TV,12,7.80,99462
Tenkuu no Escaflowne,182,TV,26,7.80,83437
The Disappearance of Conan Edogawa: The Worst Two Days in History,21867,Special,1,7.80,3735
To LOVE-Ru Darkness 2nd,28979,TV,12,7.80,73909
Tokyo Ravens,16011,TV,24,7.80,171384
Aikatsu! Movie,22819,Movie,1,7.79,2813
Angel Beats! Specials,9062,Special,2,7.79,139013
Aria The Animation,477,TV,13,7.79,76913
Break Blade 1: Kakusei no Toki,6772,Movie,1,7.79,58184
Crayon Shin-chan Movie 09: Arashi wo Yobu Mouretsu! Otona Teikoku no Gyakushuu,2450,Movie,1,7.79,2688
Denpa-teki na Kanojo,5177,OVA,2,7.79,85409
Dragon Quest: Dai no Daibouken,2229,TV,46,7.79,8999
Higashi no Eden Soushuuhen: Air Communication,6927,Movie,1,7.79,20059
Ichigo Mashimaro Encore,4811,OVA,2,7.79,12790
Inu x Boku SS Special,13403,Special,1,7.79,46803
Jigoku Shoujo,228,TV,26,7.79,172415
New Initial D Movie: Legend 3 - Mugen,30952,Movie,1,7.79,3479
Nobunaga Concerto,24135,TV,10,7.79,25167
Panty &amp; Stocking with Garterbelt,8795,TV,13,7.79,157642
Poyopoyo Kansatsu Nikki,12021,TV,52,7.79,13832
Pretty Rhythm: Rainbow Live,17249,TV,51,7.79,4838
Ranma ½ Super,1011,OVA,3,7.79,9936
Servant x Service,18119,TV,13,7.79,81037
Shakugan no Shana II (Second),2787,TV,24,7.79,184525
Tales of Vesperia: The First Strike,6046,Movie,1,7.79,30524
Toaru Hikuushi e no Tsuioku,9000,Movie,1,7.79,28857
Towa no Quon 6: Towa no Quon,10717,Movie,1,7.79,18624
Ajin,31580,TV,13,7.78,160972
Akagami no Shirayuki-hime: Nandemonai Takaramono  Kono Page,31483,OVA,1,7.77,20749
Bishoujo Senshi Sailor Moon R: The Movie,531,Movie,1,7.78,33682
Code Geass: Hangyaku no Lelouch Special Edition Black Rebellion,4596,OVA,1,7.78,23285
